invoice_number,vendor,amount,invoice_date,due_date,status,po_number
INV-2026-4787,summit office supplies,864.72,2026-04-12,2026-06-11,pending,PO-6547
INV-2026-2607,Quartz Design Studio,193.87,2026-04-03,2026-05-03,pending,PO-6367
INV-2026-3404,Fleetline Maintenance,875.55,2026-04-01,2026-05-01,overdue,PO-6904
INV-2026-2934,Meadowbrook Payroll,231.16,2026-01-03,2026-01-18,overdue,PO-6229
INV-2026-4783,Bluepeak Marketing,3510.55,2026-04-14,2026-04-29,paid,PO-6707
INV-2026-2023,Quartz Design Studio,8107.53,2026-03-08,2026-04-07,paid,PO-6458
INV-2026-4121,Everline Distribution,545.87,2026-04-30,2026-05-30,overdue,PO-6649
INV-2026-4772,Delta Freight Solutions LLC,572.89,2026-06-22,2026-08-21,pending,PO-6209
INV-2026-3297,Wellspring Analytics,529.11,2026-05-31,2026-07-30,paid,PO-6800
INV-2026-5181,Riverside Cleaning Co,5089.66,2026-01-17,2026-02-16,paid,PO-6124
INV-2026-5229,SUMMIT OFFICE SUPPLIES,159.75,2026-01-08,2026-02-07,overdue,PO-6653
INV-2026-3165,Delta Freight Solutions,582.11,2026-05-29,2026-06-28,pending,PO-6525
INV-2026-2779,IRONCLAD LOGISTICS,320.08,2026-03-19,2026-04-18,overdue,PO-6374
INV-2026-4367,Riverside Cleaning Co,522.0,2026-02-05,2026-03-07,paid,PO-6235
INV-2026-5112,Everline Distribution,1205.96,2026-05-23,2026-06-22,pending,PO-6090
INV-2026-5105,Trustpoint Insurance,872.63,2026-06-04,2026-07-04,overdue,PO-6406
INV-2026-4701,Harborstone Consulting Group,3242.78,2026-01-09,2026-02-08,pending,PO-6960
INV-2026-4934,Zenith IT Consulting,1917.76,2026-06-08,2026-07-08,paid,PO-6643
INV-2026-4744,Zenith IT Consulting,2543.63,2026-04-17,2026-06-16,pending,PO-6420
INV-2026-4252,IRONCLAD LOGISTICS,2678.9,2026-03-19,2026-04-18,paid,PO-6746
INV-2026-5156,Everline Distribution,445.46,2026-03-09,2026-04-08,overdue,PO-6757
INV-2026-4993,Ridgeline HVAC,615.28,2026-04-25,2026-06-24,paid,PO-6473
INV-2026-4385,Civic Square Legal,291.61,2026-03-28,2026-04-27,paid,PO-6930
INV-2026-3697,Civic Square Legal,386.92,2026-03-04,2026-04-03,pending,PO-6821
INV-2026-3454,Meadowbrook Payroll,1049.89,2026-04-27,2026-05-27,pending,PO-6497
INV-2026-5080,Riverside Cleaning Co,722.57,2026-01-09,2026-02-23,overdue,PO-6485
INV-2026-5202,Ridgeline HVAC,1856.75,2026-02-08,2026-04-09,overdue,PO-6162
INV-2026-3823,Wellspring Analytics,681.17,2026-06-02,2026-07-17,overdue,PO-6527
INV-2026-2307,Fleetline Maintenance,87.26,2026-04-07,2026-04-22,overdue,PO-6462
INV-2026-4530,Quartz Design Studio,1980.43,2026-06-09,2026-07-09,paid,PO-6891
INV-2026-4105,Harborstone Consulting,1253.48,2026-04-06,2026-04-21,paid,PO-6779
INV-2026-2587,Everline Distribution,9939.34,2026-06-21,2026-07-06,overdue,PO-6211
INV-2026-3630,Zenith IT Consulting,718.83,2026-03-03,2026-03-18,paid,PO-6479
INV-2026-2705,Golden Valley Catering,3043.9,2026-05-16,2026-06-30,pending,PO-6217
INV-2026-3549,Everline Distribution,452.63,2026-03-09,2026-04-08,pending,PO-6297
INV-2026-4515,Wellspring Analytics,1031.47,2026-05-11,2026-06-10,pending,PO-6699
INV-2026-4134,Wellspring Analytics,2011.49,2026-01-27,2026-03-28,overdue,PO-6781
INV-2026-4857,Harborstone Consulting Group,1267.28,2026-04-14,2026-06-13,paid,PO-6667
INV-2026-2664,Precision Print Shop,964.43,2026-03-15,2026-03-30,paid,PO-6585
INV-2026-3223,Baystate Facilities,516.56,2026-05-31,2026-06-30,overdue,PO-6985
INV-2026-2801,Meadowbrook Payroll,381.71,2026-01-14,2026-02-13,paid,PO-6613
INV-2026-3863,Pinnacle Telecom,250.36,2026-06-23,2026-08-22,pending,PO-6886
INV-2026-5206,Civic Square Legal,1003.26,2026-03-01,2026-03-31,paid,PO-6875
INV-2026-3677,Trustpoint Insurance,284.61,2026-05-22,2026-06-06,paid,PO-6495
INV-2026-3758,Everline Distribution,124.03,2026-02-15,2026-03-17,overdue,PO-6138
INV-2026-3158,Trustpoint Insurance,1631.97,2026-05-25,2026-06-24,paid,PO-6080
INV-2026-3007,Harborstone Consulting,644.61,2026-03-04,2026-03-19,paid,PO-6196
INV-2026-4805,Trustpoint Insurance,870.44,2026-04-16,2026-05-31,paid,PO-6205
INV-2026-2382,Ironclad Logistics,2198.29,2026-06-19,2026-08-03,pending,PO-6655
INV-2026-2078,Precision Print Shop,2808.25,2026-01-20,2026-02-19,overdue,PO-6721
INV-2026-5044,Bluepeak Marketing,236.55,2026-01-18,2026-02-17,overdue,PO-6196
INV-2026-2702,Civic Square Legal,1364.22,2026-05-23,2026-06-22,overdue,PO-6395
INV-2026-5220,Wellspring Analytics,1537.39,2026-04-09,2026-05-09,paid,PO-6172
INV-2026-4867,Summit Office Supplies,1914.29,2026-04-18,2026-06-02,pending,PO-6718
INV-2026-4017,Precision Print Shop,489.68,2026-01-16,2026-02-15,paid,PO-6997
INV-2026-5189,Precision Print Shop,5344.69,2026-05-06,2026-07-05,pending,PO-6890
INV-2026-3343,Zenith IT Consulting,228.51,2026-05-13,2026-05-28,paid,PO-6474
INV-2026-4475,Pinnacle Telecom,270.24,2026-06-07,2026-07-07,paid,PO-6095
INV-2026-4387,Bluepeak Marketing,163.52,2026-04-08,2026-05-08,pending,PO-6609
INV-2026-4749,Riverside Cleaning Co,292.12,2026-06-17,2026-07-17,pending,PO-6809
INV-2026-2215,Ridgeline HVAC,1022.89,2026-01-16,2026-02-15,overdue,PO-6376
INV-2026-4807,Everline Distribution,4903.79,2026-03-22,2026-05-21,pending,PO-6176
INV-2026-4024,Meadowbrook Payroll,577.74,2026-05-18,2026-06-17,overdue,PO-6525
INV-2026-4915,Golden Valley Catering,579.52,2026-03-02,2026-03-17,pending,PO-6443
INV-2026-2860,Ironclad Logistics,513.52,2026-05-18,2026-07-17,overdue,PO-6802
INV-2026-2585,Quartz Design Studio,1302.08,2026-04-09,2026-05-09,pending,PO-6146
INV-2026-3698,Northwind Security,450.68,2026-06-05,2026-07-05,pending,PO-6978
INV-2026-4991,Civic Square Legal,3458.12,2026-05-29,2026-06-13,paid,PO-6437
INV-2026-2057,Precision Print Shop,28108.31,2026-03-25,2026-04-24,paid,PO-6707
INV-2026-2085,Delta Freight Solutions,363.44,2026-02-09,2026-03-26,pending,PO-6566
INV-2026-2502,Golden Valley Catering,2484.89,2026-04-14,2026-05-14,paid,PO-6172
INV-2026-2117,Quartz Design Studio,78.86,2026-05-15,2026-06-29,pending,PO-6847
INV-2026-3524,Golden Valley Catering,1212.22,2026-05-12,2026-06-11,paid,PO-6989
INV-2026-4981,Quartz Design Studio,833.47,2026-03-30,2026-04-14,pending,PO-6046
INV-2026-3353,IRONCLAD LOGISTICS,1395.13,2026-01-27,2026-03-13,overdue,PO-6314
INV-2026-4600,Precision Print Shop,2436.6,2026-02-02,2026-03-04,paid,PO-6395
INV-2026-3365,Zenith IT Consulting,883.86,2026-06-15,2026-07-15,overdue,PO-6964
INV-2026-4453,Precision Print Shop,505.79,2026-03-11,2026-04-10,paid,PO-6344
INV-2026-3012,Harborstone Consulting,301.6,2026-01-11,2026-02-10,overdue,PO-6751
INV-2026-3444,Baystate Facilities,1461.55,2026-01-24,2026-03-25,paid,PO-6934
INV-2026-3663,Civic Square Legal,1481.34,2026-03-30,2026-05-14,overdue,PO-6730
INV-2026-5016,Golden Valley Catering,343.32,2026-06-04,2026-07-04,paid,PO-6729
INV-2026-3285,Fleetline Maintenance,3340.25,2026-04-21,2026-05-21,paid,PO-6250
INV-2026-3189,Civic Square Legal,299.33,2026-02-21,2026-03-08,paid,PO-6603
INV-2026-4043,Wellspring Analytics,5905.65,2026-02-24,2026-03-26,overdue,PO-6951
INV-2026-5131,Precision Print Shop,979.64,2026-05-20,2026-06-19,paid,PO-6794
INV-2026-2608,Precision Print Shop,137.27,2026-03-14,2026-04-13,pending,PO-6285
INV-2026-2400,Trustpoint Insurance,1510.75,2026-04-16,2026-05-01,paid,PO-6208
INV-2026-3882,Ironclad Logistics,132.36,2026-04-27,2026-05-27,overdue,PO-6940
INV-2026-3977,Northwind Security,940.1,2026-01-28,2026-02-27,pending,PO-6067
INV-2026-2766,Pinnacle Telecom,3229.24,2026-04-21,2026-06-05,pending,PO-6737
INV-2026-2169,Baystate Facilities,5747.65,2026-05-09,2026-06-08,overdue,PO-6014
INV-2026-2053,Wellspring Analytics,834.71,2026-03-01,2026-03-31,overdue,PO-6625
INV-2026-3424,Pinnacle Telecom,2236.2,2026-03-28,2026-05-12,overdue,PO-6774
INV-2026-4686,Northwind Security,511.04,2026-04-25,2026-05-10,paid,PO-6795
INV-2026-5022,Quartz Design Studio,1101.48,2026-06-06,2026-07-06,pending,PO-6271
INV-2026-4588,Precision Print Shop,445.34,2026-02-10,2026-03-12,pending,PO-6761
INV-2026-3340,Wellspring Analytics,223.76,2026-01-10,2026-03-11,paid,PO-6083
INV-2026-3047,Pinnacle Telecom,795.46,2026-03-02,2026-04-01,overdue,PO-6927
INV-2026-2519,Civic Square Legal,634.66,2026-03-08,2026-04-22,paid,PO-6416
INV-2026-4401,Civic Square Legal,357.42,2026-03-04,2026-04-18,overdue,PO-6010
INV-2026-4173,Golden Valley Catering,1310.72,2026-03-01,2026-04-15,overdue,PO-6128
INV-2026-2596,Everline Distribution,,2026-02-16,2026-04-02,overdue,PO-6908
INV-2026-4220,Quartz Design Studio,3527.17,2026-02-08,2026-03-10,pending,PO-6943
INV-2026-3113,Civic Square Legal,1514.08,2026-04-28,2026-05-28,paid,PO-6081
INV-2026-2333,Precision Print Shop,421.81,2026-04-05,2026-05-05,paid,PO-6522
INV-2026-2643,Golden Valley Catering,2038.15,2026-03-14,2026-04-28,overdue,PO-6878
INV-2026-4144,Harborstone Consulting Group,258.41,2026-06-11,2026-06-26,pending,PO-6481
INV-2026-2965,Ridgeline HVAC,636.17,2026-04-27,2026-05-27,overdue,PO-6933
INV-2026-2463,Meadowbrook Payroll,600.51,2026-01-12,2026-02-11,paid,PO-6219
INV-2026-3494,Everline Distribution,1315.59,2026-01-23,2026-02-07,pending,PO-6735
INV-2026-2632,Precision Print Shop,200.65,2026-04-03,2026-05-03,paid,PO-6445
INV-2026-4969,Civic Square Legal,761.09,2026-05-17,2026-07-01,overdue,PO-6790
INV-2026-5258,Fleetline Maintenance,3090.25,2026-02-05,2026-03-07,pending,PO-6196
INV-2026-3259,Harborstone Consulting Group,1442.69,2026-04-12,2026-04-27,paid,PO-6445
INV-2026-3171,Precision Print Shop,6220.87,2026-06-28,2026-07-13,overdue,PO-6397
INV-2026-5049,Ridgeline HVAC,3948.01,2026-03-29,2026-05-13,overdue,PO-6342
INV-2026-3589,Summit Office Supplies,1345.51,2026-03-15,2026-04-29,paid,PO-6362
INV-2026-2313,Northwind Security,710.16,2026-01-18,2026-02-17,overdue,PO-6591
INV-2026-4182,Quartz Design Studio,1757.12,2026-06-10,2026-07-10,overdue,PO-6780
INV-2026-2624,Pinnacle Telecom,304.09,2026-01-15,2026-02-14,paid,PO-6037
INV-2026-3593,Precision Print Shop,278.28,2026-06-04,2026-07-19,pending,PO-6418
INV-2026-2523,Riverside Cleaning Co,1362.5,2026-03-27,2026-04-26,paid,PO-6766
INV-2026-3202,Zenith IT Consulting,,2026-04-27,2026-05-27,paid,PO-6431
INV-2026-2073,Bluepeak Marketing,695.47,2026-03-09,2026-04-23,paid,PO-6739
INV-2026-2529,Baystate Facilities,474.7,2026-03-10,2026-04-09,paid,PO-6124
INV-2026-3239,Everline Distribution,2170.89,2026-02-10,2026-04-11,overdue,PO-6551
INV-2026-2175,Harborstone Consulting,165.27,2026-04-23,2026-05-08,pending,PO-6691
INV-2026-2434,Trustpoint Insurance,4570.9,2026-06-24,2026-08-08,pending,PO-6059
INV-2026-2590,Meadowbrook Payroll,1716.47,2026-02-05,2026-04-06,paid,PO-6403
INV-2026-4286,Northwind Security,1001.8,2026-05-09,2026-06-08,overdue,PO-6703
INV-2026-3409,Delta Freight Solutions,283.57,2026-05-27,2026-06-26,paid,PO-6050
INV-2026-2712,Ridgeline HVAC,389.74,2026-05-23,2026-06-07,overdue,PO-6767
INV-2026-2628,Precision Print Shop,,2026-04-27,2026-05-27,pending,PO-6325
INV-2026-3059,Ridgeline HVAC,621.08,2026-02-24,2026-04-10,pending,PO-6798
INV-2026-2843,Fleetline Maintenance,3816.0,2026-06-11,2026-07-11,overdue,PO-6310
INV-2026-4839,Baystate Facilities,,2026-03-04,2026-04-03,paid,PO-6706
INV-2026-2159,Riverside Cleaning Co,684.62,2026-01-03,2026-02-02,pending,PO-6699
INV-2026-5222,Ironclad Logistics,211.34,2026-01-26,2026-02-10,pending,PO-6490
INV-2026-3662,IRONCLAD LOGISTICS,,2026-02-01,2026-03-03,overdue,PO-6069
INV-2026-4349,Trustpoint Insurance,734.54,2026-04-07,2026-05-22,paid,PO-6052
INV-2026-4809,Everline Distribution,4544.14,2026-05-12,2026-07-11,pending,PO-6048
INV-2026-3800,Wellspring Analytics,451.24,2026-06-15,2026-07-30,overdue,PO-6738
INV-2026-2009,Northwind Security,1123.87,2026-02-12,2026-03-14,paid,PO-6643
INV-2026-4202,Zenith IT Consulting,3077.62,2026-04-22,2026-05-22,overdue,PO-6755
INV-2026-5232,Trustpoint Insurance,650.3,2026-06-08,2026-07-08,paid,PO-6059
INV-2026-3841,Northwind Security,222.48,2026-06-12,2026-06-27,paid,PO-6493
INV-2026-4540,Ironclad Logistics,313.33,2026-01-21,2026-03-07,paid,PO-6765
INV-2026-4658,Pinnacle Telecom,489.11,2026-06-23,2026-07-23,overdue,PO-6047
INV-2026-4087,Riverside Cleaning Co,2066.66,2026-03-16,2026-04-30,overdue,PO-6075
INV-2026-2682,Harborstone Consulting Group,2986.38,2026-01-12,2026-02-11,overdue,PO-6138
INV-2026-2435,Baystate Facilities,698.47,2026-03-06,2026-04-05,overdue,PO-6505
INV-2026-3537,Precision Print Shop,174.66,2026-03-16,2026-04-15,paid,PO-6932
INV-2026-5268,Fleetline Maintenance,255.83,2026-04-19,2026-05-19,pending,PO-6955
INV-2026-3027,Riverside Cleaning Co,2983.7,2026-04-01,2026-04-16,overdue,PO-6047
INV-2026-4003,Riverside Cleaning Co,284.56,2026-04-08,2026-04-23,paid,PO-6528
INV-2026-4251,Harborstone Consulting,201.84,2026-02-04,2026-03-06,paid,PO-6129
INV-2026-2327,Quartz Design Studio,1052.84,2026-03-09,2026-04-08,overdue,PO-6624
INV-2026-4865,Fleetline Maintenance,139.56,2026-01-25,2026-02-24,paid,PO-6776
INV-2026-3854,Riverside Cleaning Co,633.73,2026-06-26,2026-08-10,pending,PO-6532
INV-2026-2715,Civic Square Legal,286.7,2026-04-16,2026-05-16,paid,PO-6431
INV-2026-4510,Quartz Design Studio,5666.48,2026-06-16,2026-07-16,pending,PO-6887
INV-2026-2880,Riverside Cleaning Co,1015.15,2026-04-23,2026-05-23,paid,PO-6531
INV-2026-4371,Northwind Security,3198.82,2026-03-27,2026-05-26,overdue,PO-6589
INV-2026-4750,Wellspring Analytics,2308.27,2026-06-29,2026-08-13,overdue,PO-6920
INV-2026-3575,Bluepeak Marketing,563.61,2026-03-31,2026-04-15,pending,PO-6344
INV-2026-4470,Quartz Design Studio,6406.61,2026-02-11,2026-03-13,overdue,PO-6603
INV-2026-2438,Harborstone Consulting Group,968.63,2026-03-10,2026-04-24,paid,PO-6001
INV-2026-5219,summit office supplies,1312.1,2026-05-31,2026-07-15,paid,PO-6842
INV-2026-4484,Summit Office Supplies,2647.18,2026-01-31,2026-02-15,overdue,PO-6378
INV-2026-5212,Fleetline Maintenance,898.34,2026-06-02,2026-07-17,pending,PO-6413
INV-2026-4968,Riverside Cleaning Co,1510.6,2026-02-02,2026-03-19,overdue,PO-6016
INV-2026-2198,Wellspring Analytics,902.33,2026-01-13,2026-02-27,overdue,PO-6467
INV-2026-3799,Fleetline Maintenance,160.2,2026-06-21,2026-07-21,paid,PO-6998
INV-2026-2441,Wellspring Analytics,134.52,2026-03-14,2026-04-13,paid,PO-6827
INV-2026-2033,Golden Valley Catering,2112.29,2026-02-24,2026-04-25,paid,PO-6075
INV-2026-5270,Civic Square Legal,4033.56,2026-04-21,2026-05-21,overdue,PO-6220
INV-2026-2923,Baystate Facilities,181.19,2026-05-19,2026-07-18,overdue,PO-6820
INV-2026-3899,Golden Valley Catering,105.26,2026-04-08,2026-04-23,paid,PO-6465
INV-2026-2787,Harborstone Consulting,614.22,2026-04-13,2026-05-28,paid,PO-6450
INV-2026-2277,Pinnacle Telecom,135.48,2026-05-07,2026-06-06,pending,PO-6022
INV-2026-4407,Delta Freight Solutions LLC,560.87,2026-02-26,2026-04-12,pending,PO-6697
INV-2026-2956,Golden Valley Catering,640.16,2026-02-27,2026-03-29,overdue,PO-6519
INV-2026-3453,Pinnacle Telecom,43.91,2026-03-26,2026-04-25,pending,PO-6838
INV-2026-4736,Civic Square Legal,998.53,2026-02-02,2026-03-19,pending,PO-6157
INV-2026-2368,Ridgeline HVAC,3166.58,2026-06-15,2026-07-15,pending,PO-6900
INV-2026-4994,Ridgeline HVAC,31.05,2026-05-12,2026-06-11,overdue,PO-6226
INV-2026-2093,Riverside Cleaning Co,268.58,2026-04-05,2026-05-05,paid,PO-6629
INV-2026-2847,Riverside Cleaning Co,899.01,2026-01-25,2026-02-24,paid,PO-6813
INV-2026-5193,Ridgeline HVAC,,2026-05-28,2026-07-27,overdue,PO-6269
INV-2026-4612,IRONCLAD LOGISTICS,160.57,2026-04-02,2026-05-02,paid,PO-6527
INV-2026-4057,Everline Distribution,139.38,2026-04-07,2026-04-22,pending,PO-6562
INV-2026-5079,Trustpoint Insurance,538.01,2026-02-04,2026-02-19,paid,PO-6484
INV-2026-4068,Precision Print Shop,2624.35,2026-05-20,2026-06-19,overdue,PO-6774
INV-2026-4198,BluePeak Marketing,3011.17,,2026-04-14,overdue,PO-6188
INV-2026-3833,Harborstone Consulting Group,393.29,2026-06-09,2026-06-24,paid,PO-6170
INV-2026-2959,Baystate Facilities,208.04,2026-03-24,2026-04-08,paid,PO-6942
INV-2026-3313,Delta Freight Solutions LLC,183.89,2026-01-30,2026-03-01,paid,PO-6454
INV-2026-4125,Summit Office Supplies,187.29,2026-04-28,2026-05-28,paid,PO-6694
INV-2026-2205,Meadowbrook Payroll,1577.84,2026-01-09,2026-01-24,paid,PO-6894
INV-2026-4362,Delta Freight Solutions,1202.5,2026-03-07,2026-04-06,paid,PO-6266
INV-2026-4255,Riverside Cleaning Co,362.7,2026-06-28,2026-08-12,paid,PO-6944
INV-2026-2147,SUMMIT OFFICE SUPPLIES,186.52,2026-01-07,2026-02-21,paid,PO-6224
INV-2026-4058,Quartz Design Studio,1888.8,2026-06-21,2026-07-21,paid,PO-6568
INV-2026-4998,Baystate Facilities,2632.41,2026-04-28,2026-05-28,paid,PO-6220
INV-2026-3445,Ridgeline HVAC,1513.67,2026-04-04,2026-05-04,pending,PO-6059
INV-2026-4550,Golden Valley Catering,312.7,2026-03-23,2026-04-22,paid,PO-6744
INV-2026-2199,Bluepeak Marketing,787.24,2026-01-22,2026-02-21,overdue,PO-6580
INV-2026-3692,Civic Square Legal,,2026-03-29,2026-04-28,paid,PO-6228
INV-2026-4556,Pinnacle Telecom,576.93,2026-02-22,2026-03-24,paid,PO-6043
INV-2026-2303,Ridgeline HVAC,467.43,2026-04-13,2026-05-13,overdue,PO-6866
INV-2026-4378,Meadowbrook Payroll,267.24,2026-01-17,2026-02-01,paid,PO-6611
INV-2026-2334,Pinnacle Telecom,1283.04,2026-05-14,2026-07-13,overdue,PO-6793
INV-2026-4847,Meadowbrook Payroll,480.43,2026-04-04,2026-05-19,paid,PO-6282
INV-2026-4670,Wellspring Analytics,481.68,2026-01-10,2026-03-11,overdue,PO-6360
INV-2026-3836,Northwind Security,5771.76,2026-01-20,2026-02-19,paid,PO-6197
INV-2026-3707,Zenith IT Consulting,1460.92,2026-03-18,2026-04-17,paid,PO-6469
INV-2026-5188,Harborstone Consulting Group,726.66,2026-02-08,2026-03-10,pending,PO-6091
INV-2026-4756,Precision Print Shop,608.69,2026-06-17,2026-08-01,overdue,PO-6620
INV-2026-4595,Wellspring Analytics,653.85,2026-05-04,2026-06-03,paid,PO-6584
INV-2026-5150,Baystate Facilities,28.25,2026-03-25,2026-05-09,overdue,PO-6647
INV-2026-3846,Quartz Design Studio,1195.92,2026-02-22,2026-04-08,paid,PO-6074
INV-2026-4661,Zenith IT Consulting,294.91,2026-02-02,2026-03-19,pending,PO-6302
INV-2026-2724,Civic Square Legal,957.18,2026-04-26,2026-05-26,pending,PO-6323
INV-2026-4114,Baystate Facilities,2303.25,2026-05-02,2026-05-17,pending,PO-6073
INV-2026-3782,Trustpoint Insurance,588.51,2026-04-17,2026-06-01,overdue,PO-6358
INV-2026-2398,Baystate Facilities,407.45,2026-06-29,2026-07-29,overdue,PO-6264
INV-2026-5257,Baystate Facilities,15474.82,2026-05-03,2026-06-02,overdue,PO-6383
INV-2026-5180,Harborstone Consulting,9262.79,2026-03-21,2026-05-05,overdue,PO-6952
INV-2026-2856,Ridgeline HVAC,455.84,2026-06-06,2026-07-06,pending,PO-6885
INV-2026-3587,Pinnacle Telecom,915.46,2026-02-26,2026-04-12,pending,PO-6134
INV-2026-2393,Golden Valley Catering,1194.14,2026-05-28,2026-06-27,overdue,PO-6425
INV-2026-5036,Zenith IT Consulting,813.1,2026-04-15,2026-05-15,paid,PO-6241
INV-2026-3895,Meadowbrook Payroll,1087.29,2026-03-03,2026-04-02,overdue,PO-6875
INV-2026-4681,Everline Distribution,345.26,2026-02-03,2026-03-05,paid,PO-6083
INV-2026-4326,Bluepeak Marketing,1582.11,2026-06-23,2026-07-23,paid,PO-6340
INV-2026-5126,Wellspring Analytics,531.42,2026-05-22,2026-07-21,pending,PO-6495
INV-2026-2343,Bluepeak Marketing,392.58,2026-01-10,2026-02-09,pending,PO-6858
INV-2026-3103,Zenith IT Consulting,1480.52,,2026-04-11,overdue,PO-6201
INV-2026-3527,Golden Valley Catering,1256.15,2026-01-10,2026-02-24,pending,PO-6250
INV-2026-3493,Trustpoint Insurance,2489.49,2026-03-09,2026-04-23,overdue,PO-6349
INV-2026-5255,Ridgeline HVAC,1315.82,2026-04-14,2026-05-14,paid,PO-6550
INV-2026-3175,Harborstone Consulting,529.62,2026-01-17,2026-02-16,pending,PO-6590
INV-2026-4412,Northwind Security,3282.66,2026-06-20,2026-07-20,pending,PO-6259
INV-2026-4648,Meadowbrook Payroll,501.71,2026-03-25,2026-05-24,overdue,PO-6406
INV-2026-2914,Delta Freight Solutions LLC,1696.42,2026-04-25,2026-05-10,paid,PO-6530
INV-2026-2245,Riverside Cleaning Co,271.04,2026-02-26,2026-03-28,pending,PO-6228
INV-2026-2987,Pinnacle Telecom,336.66,2026-02-13,2026-03-15,overdue,PO-6545
INV-2026-4546,Civic Square Legal,716.08,2026-04-03,2026-05-03,pending,PO-6253
INV-2026-4925,Riverside Cleaning Co,3420.88,2026-03-02,2026-04-16,pending,PO-6396
INV-2026-2139,Northwind Security,747.49,2026-04-15,2026-05-30,pending,PO-6555
INV-2026-2951,Baystate Facilities,739.65,2026-06-25,2026-08-24,overdue,PO-6574
INV-2026-2980,Precision Print Shop,863.51,2026-05-11,2026-05-26,pending,PO-6417
INV-2026-4361,Zenith IT Consulting,925.03,2026-05-23,2026-06-22,overdue,PO-6998
INV-2026-4238,Trustpoint Insurance,194.74,2026-05-15,2026-06-14,paid,PO-6515
INV-2026-4542,Delta Freight Solutions LLC,3152.51,2026-03-21,2026-04-05,paid,PO-6971
INV-2026-3020,Harborstone Consulting,1664.63,2026-01-07,2026-02-06,pending,PO-6569
INV-2026-4798,Ridgeline HVAC,187.95,2026-06-24,2026-07-24,overdue,PO-6462
INV-2026-4171,Summit Office Supplies,266.87,2026-05-27,2026-06-26,overdue,PO-6995
INV-2026-4890,Golden Valley Catering,1887.88,2026-01-30,2026-03-16,overdue,PO-6197
INV-2026-2466,Trustpoint Insurance,230.64,2026-03-04,2026-05-03,paid,PO-6303
INV-2026-4523,Delta Freight Solutions,585.51,2026-03-20,2026-04-19,paid,PO-6322
INV-2026-4294,Zenith IT Consulting,7032.58,2026-03-04,2026-05-03,paid,PO-6048
INV-2026-2432,Pinnacle Telecom,5969.54,2026-05-25,2026-07-09,overdue,PO-6544
INV-2026-4702,Harborstone Consulting,326.78,2026-02-08,2026-03-10,paid,PO-6229
INV-2026-3436,Quartz Design Studio,1264.48,2026-01-11,2026-01-26,pending,PO-6919
INV-2026-3935,Meadowbrook Payroll,805.62,2026-03-18,2026-05-02,paid,PO-6412
INV-2026-4207,Harborstone Consulting,689.99,2026-04-09,2026-05-09,paid,PO-6690
